,p1,p2,relationship
95,F0123/MID1/P01276_face0.jpg,F0488/MID3/P05132_face3.jpg,0
96,F0758/MID1/P07997_face0.jpg,F0785/MID2/P08283_face1.jpg,0
97,F0328/MID2/P03483_face6.jpg,F0360/MID3/P12297_face3.jpg,0
98,F0917/MID3/P09684_face0.jpg,F0736/MID1/P07716_face2.jpg,0
99,F0342/MID5/P03646_face0.jpg,F0705/MID2/P07376_face1.jpg,0
100,F0633/MID2/P06649_face1.jpg,F0797/MID1/P08415_face3.jpg,0
101,F0758/MID1/P07997_face0.jpg,F0581/MID2/P06111_face1.jpg,0
102,F0119/MID1/P01243_face0.jpg,F0311/MID2/P03313_face1.jpg,0
103,F0758/MID1/P07997_face0.jpg,F0791/MID4/P08341_face0.jpg,0
104,F0731/MID1/P07662_face2.jpg,F0360/MID1/P12303_face4.jpg,0
105,F0342/MID5/P03646_face0.jpg,F0500/MID2/P05288_face1.jpg,0
106,F0581/MID3/P06110_face2.jpg,F0183/MID1/P01959_face1.jpg,0
107,F0199/MID1/P02146_face1.jpg,F0360/MID1/P12294_face2.jpg,0
108,F0797/MID3/P08437_face0.jpg,F0283/MID1/P03025_face0.jpg,0
109,F0917/MID3/P09684_face0.jpg,F0573/MID1/P06024_face3.jpg,0
110,F0731/MID1/P07662_face2.jpg,F0562/MID3/P05902_face0.jpg,0
111,F0199/MID1/P02146_face1.jpg,F0162/MID1/P01731_face1.jpg,0
112,F0176/MID1/P01895_face2.jpg,F0443/MID5/P04676_face2.jpg,0
113,F0633/MID2/P06649_face1.jpg,F0752/MID2/P07904_face3.jpg,0
114,F0311/MID1/P03309_face1.jpg,F0007/MID6/P00076_face3.jpg,0
115,F0176/MID1/P01895_face2.jpg,F0044/MID2/P00439_face2.jpg,0
116,F0422/MID4/P09338_face1.jpg,F0220/MID2/P02328_face1.jpg,0
117,F0917/MID3/P09684_face0.jpg,F0511/MID2/P05392_face2.jpg,0
118,F0785/MID7/P08287_face7.jpg,F0871/MID3/P09201_face2.jpg,0
119,F0311/MID1/P03309_face1.jpg,F0660/MID5/P09495_face0.jpg,0
120,F0581/MID3/P06110_face2.jpg,F0943/MID4/P09939_face0.jpg,0
121,F0665/MID2/P06955_face0.jpg,F0139/MID3/P01473_face0.jpg,0
122,F0311/MID1/P03309_face1.jpg,F0879/MID3/P09275_face1.jpg,0
123,F0873/MID4/P09220_face3.jpg,F0750/MID8/P07860_face3.jpg,0
124,F0785/MID7/P08287_face7.jpg,F0360/MID1/P12308_face4.jpg,0
125,F0665/MID2/P06955_face0.jpg,F0575/MID2/P06040_face1.jpg,0
126,F0071/MID1/P00724_face0.jpg,F0324/MID5/P03442_face0.jpg,0
127,F0731/MID1/P07662_face2.jpg,F0815/MID1/P08620_face1.jpg,0
128,F0119/MID1/P01243_face0.jpg,F0679/MID2/P07085_face2.jpg,0
129,F0873/MID4/P09220_face3.jpg,F0324/MID5/P03438_face0.jpg,0
130,F0119/MID1/P01243_face0.jpg,F0931/MID3/P09824_face0.jpg,0
131,F0917/MID3/P09684_face0.jpg,F0139/MID3/P01467_face0.jpg,0
132,F0731/MID1/P07662_face2.jpg,F0065/MID1/P00659_face0.jpg,0
133,F0665/MID2/P06955_face0.jpg,F0183/MID5/P01966_face0.jpg,0
134,F0119/MID1/P01243_face0.jpg,F0328/MID1/P03478_face0.jpg,0
135,F0422/MID4/P09338_face1.jpg,F0575/MID2/P06047_face0.jpg,0
136,F0581/MID3/P06110_face2.jpg,F0422/MID3/P04451_face3.jpg,0
137,F0123/MID1/P01276_face0.jpg,F0233/MID4/P02469_face8.jpg,0
138,F0917/MID3/P09684_face0.jpg,F0205/MID7/P02196_face1.jpg,0
139,F0342/MID5/P03646_face0.jpg,F0407/MID2/P04290_face1.jpg,0
140,F0581/MID3/P06110_face2.jpg,F0931/MID3/P09822_face1.jpg,0
141,F0311/MID1/P03309_face1.jpg,F0342/MID1/P03644_face0.jpg,0
142,F0785/MID7/P08287_face7.jpg,F0713/MID2/P07476_face0.jpg,0
143,F0176/MID1/P01895_face2.jpg,F0831/MID1/P08781_face1.jpg,0
144,F0917/MID3/P09684_face0.jpg,F0873/MID5/P09223_face4.jpg,0
145,F0123/MID1/P01276_face0.jpg,F0663/MID2/P06935_face1.jpg,0
146,F0731/MID1/P07662_face2.jpg,F0841/MID3/P08884_face4.jpg,0
147,F0328/MID2/P03483_face6.jpg,F0736/MID1/P07708_face2.jpg,0
148,F0917/MID3/P09684_face0.jpg,F0547/MID2/P05744_face0.jpg,0
149,F0665/MID2/P06955_face0.jpg,F0836/MID7/P08836_face0.jpg,0
150,F0119/MID1/P01243_face0.jpg,F0538/MID2/P05648_face1.jpg,0
151,F0785/MID7/P08287_face7.jpg,F0358/MID4/P10945_face2.jpg,0
152,F0176/MID1/P01895_face2.jpg,F0448/MID1/P04746_face0.jpg,0
153,F0731/MID1/P07662_face2.jpg,F0633/MID5/P06650_face0.jpg,0
154,F0581/MID3/P06110_face2.jpg,F0040/MID3/P00415_face1.jpg,0
155,F0873/MID4/P09220_face3.jpg,F0333/MID7/P03529_face1.jpg,0
156,F0123/MID1/P01276_face0.jpg,F0183/MID1/P01955_face1.jpg,0
157,F0123/MID1/P01276_face0.jpg,F0665/MID5/P06958_face1.jpg,0
158,F0581/MID3/P06110_face2.jpg,F0735/MID4/P07704_face1.jpg,0
159,F0758/MID1/P07997_face0.jpg,F0053/MID5/P00524_face0.jpg,0
160,F0873/MID4/P09220_face3.jpg,F0112/MID3/P01162_face1.jpg,0
161,F0873/MID4/P09220_face3.jpg,F0290/MID2/P03089_face0.jpg,0
162,F0176/MID1/P01895_face2.jpg,F0990/MID8/P10433_face2.jpg,0
163,F0758/MID1/P07997_face0.jpg,F0287/MID3/P03063_face0.jpg,0
164,F0797/MID3/P08437_face0.jpg,F0360/MID4/P12296_face0.jpg,0
165,F0797/MID3/P08437_face0.jpg,F0487/MID1/P05127_face3.jpg,0
166,F0311/MID1/P03309_face1.jpg,F0358/MID7/P10929_face1.jpg,0
167,F0199/MID1/P02146_face1.jpg,F0785/MID4/P08287_face5.jpg,0
168,F0119/MID1/P01243_face0.jpg,F0713/MID1/P07471_face0.jpg,0
169,F0731/MID1/P07662_face2.jpg,F0087/MID4/P00892_face2.jpg,0
170,F0119/MID1/P01243_face0.jpg,F0333/MID2/P03528_face2.jpg,0
171,F0311/MID1/P03309_face1.jpg,F0990/MID6/P10433_face3.jpg,0
172,F0785/MID7/P08287_face7.jpg,F0681/MID1/P07105_face0.jpg,0
173,F0665/MID2/P06955_face0.jpg,F0358/MID4/P10936_face2.jpg,0
174,F0633/MID2/P06649_face1.jpg,F0621/MID4/P06518_face1.jpg,0
175,F0873/MID4/P09220_face3.jpg,F0568/MID1/P05980_face1.jpg,0
176,F0342/MID5/P03646_face0.jpg,F0162/MID1/P01739_face1.jpg,0
177,F0422/MID4/P09338_face1.jpg,F0563/MID2/P05912_face1.jpg,0
178,F0328/MID2/P03483_face6.jpg,F0409/MID3/P04308_face2.jpg,0
179,F0328/MID2/P03483_face6.jpg,F0547/MID4/P05739_face0.jpg,0
180,F0758/MID1/P07997_face0.jpg,F0736/MID3/P07710_face2.jpg,0
181,F0917/MID3/P09684_face0.jpg,F0769/MID1/P08121_face3.jpg,0
182,F0797/MID3/P08437_face0.jpg,F0007/MID5/P11275_face1.jpg,0
183,F0633/MID2/P06649_face1.jpg,F0126/MID2/P01309_face2.jpg,0
184,F0633/MID2/P06649_face1.jpg,F0681/MID1/P07110_face2.jpg,0
185,F0917/MID3/P09684_face0.jpg,F0910/MID5/P09609_face6.jpg,0
186,F0785/MID7/P08287_face7.jpg,F0448/MID2/P04739_face1.jpg,0
187,F0581/MID3/P06110_face2.jpg,F0531/MID3/P05575_face3.jpg,0
188,F0873/MID4/P09220_face3.jpg,F0791/MID8/P08336_face0.jpg,0
189,F0422/MID4/P09338_face1.jpg,F0240/MID1/P02545_face1.jpg,0
190,F0123/MID1/P01276_face0.jpg,F0719/MID1/P07535_face0.jpg,0
191,F0422/MID4/P09338_face1.jpg,F0832/MID4/P08798_face2.jpg,0
192,F0119/MID1/P01243_face0.jpg,F0126/MID1/P01299_face1.jpg,0
193,F0581/MID3/P06110_face2.jpg,F0679/MID3/P07087_face1.jpg,0
194,F0342/MID5/P03646_face0.jpg,F0752/MID3/P07894_face4.jpg,0
195,F0342/MID5/P03646_face0.jpg,F0766/MID4/P08096_face1.jpg,0
196,F0785/MID7/P08287_face7.jpg,F0832/MID3/P08792_face1.jpg,0
197,F0633/MID2/P06649_face1.jpg,F0360/MID4/P12299_face2.jpg,0
198,F0665/MID2/P06955_face0.jpg,F0421/MID9/P04422_face4.jpg,0
199,F0797/MID3/P08437_face0.jpg,F0575/MID2/P06043_face1.jpg,0
200,F0176/MID1/P01895_face2.jpg,F0724/MID1/P07606_face1.jpg,0
201,F0123/MID1/P01276_face0.jpg,F0022/MID1/P00221_face1.jpg,0
202,F0119/MID1/P01243_face0.jpg,F0831/MID1/P08788_face4.jpg,0
203,F0917/MID3/P09684_face0.jpg,F0147/MID4/P01591_face3.jpg,0
204,F0581/MID3/P06110_face2.jpg,F0769/MID3/P08123_face3.jpg,0
205,F0199/MID1/P02146_face1.jpg,F0785/MID2/P08282_face1.jpg,0
206,F0119/MID1/P01243_face0.jpg,F0199/MID6/P02151_face0.jpg,0
207,F0119/MID1/P01243_face0.jpg,F0438/MID2/P04612_face1.jpg,0
208,F0731/MID1/P07662_face2.jpg,F0139/MID1/P01464_face1.jpg,0
209,F0328/MID2/P03483_face6.jpg,F0176/MID3/P01898_face0.jpg,0
210,F0917/MID3/P09684_face0.jpg,F0344/MID2/P03660_face1.jpg,0
211,F0665/MID2/P06955_face0.jpg,F0930/MID2/P09814_face1.jpg,0
212,F0758/MID1/P07997_face0.jpg,F0769/MID3/P08119_face4.jpg,0
213,F0311/MID1/P03309_face1.jpg,F0943/MID4/P09939_face0.jpg,0
214,F0917/MID3/P09684_face0.jpg,F0724/MID2/P07604_face0.jpg,0
215,F0119/MID1/P01243_face0.jpg,F0728/MID5/P07638_face1.jpg,0
216,F0917/MID3/P09684_face0.jpg,F0724/MID1/P07607_face0.jpg,0
217,F0342/MID5/P03646_face0.jpg,F0147/MID1/P01576_face0.jpg,0
218,F0581/MID3/P06110_face2.jpg,F0665/MID5/P06954_face0.jpg,0
219,F0342/MID5/P03646_face0.jpg,F0871/MID3/P09203_face2.jpg,0
220,F0731/MID1/P07662_face2.jpg,F0443/MID1/P04681_face3.jpg,0
221,F0199/MID1/P02146_face1.jpg,F0693/MID3/P07221_face0.jpg,0
222,F0328/MID2/P03483_face6.jpg,F0872/MID6/P09205_face0.jpg,0
223,F0342/MID5/P03646_face0.jpg,F0007/MID6/P11274_face4.jpg,0
224,F0581/MID3/P06110_face2.jpg,F0568/MID1/P05971_face4.jpg,0
225,F0581/MID3/P06110_face2.jpg,F0990/MID6/P10429_face5.jpg,0
226,F0917/MID3/P09684_face0.jpg,F0709/MID4/P07416_face1.jpg,0
227,F0873/MID4/P09220_face3.jpg,F0159/MID2/P01701_face1.jpg,0
228,F0785/MID7/P08287_face7.jpg,F0510/MID4/P05384_face2.jpg,0
229,F0581/MID3/P06110_face2.jpg,F0490/MID1/P05158_face0.jpg,0
230,F0633/MID2/P06649_face1.jpg,F0071/MID1/P00722_face3.jpg,0
231,F0311/MID1/P03309_face1.jpg,F0925/MID5/P09760_face0.jpg,0
232,F0665/MID2/P06955_face0.jpg,F0674/MID3/P07036_face5.jpg,0
233,F0119/MID1/P01243_face0.jpg,F0652/MID1/P11011_face4.jpg,0
234,F0119/MID1/P01243_face0.jpg,F0133/MID3/P09134_face0.jpg,0
235,F0422/MID4/P09338_face1.jpg,F0324/MID3/P03441_face1.jpg,0
236,F0328/MID2/P03483_face6.jpg,F0530/MID4/P05573_face1.jpg,0
237,F0581/MID3/P06110_face2.jpg,F0999/MID2/P10551_face3.jpg,0
238,F0917/MID3/P09684_face0.jpg,F0736/MID1/P07708_face2.jpg,0
239,F0731/MID1/P07662_face2.jpg,F0240/MID1/P02542_face0.jpg,0
240,F0311/MID1/P03309_face1.jpg,F0351/MID2/P03716_face0.jpg,0
241,F0176/MID1/P01895_face2.jpg,F0652/MID1/P03820_face2.jpg,0
242,F0176/MID1/P01895_face2.jpg,F0681/MID1/P07110_face2.jpg,0
243,F0758/MID1/P07997_face0.jpg,F0990/MID4/P10435_face1.jpg,0
244,F0123/MID1/P01276_face0.jpg,F0826/MID4/P08737_face0.jpg,0
245,F0917/MID3/P09684_face0.jpg,F0199/MID6/P02151_face0.jpg,0
246,F0731/MID1/P07662_face2.jpg,F0990/MID6/P10432_face8.jpg,0
247,F0119/MID1/P01243_face0.jpg,F0547/MID4/P05740_face2.jpg,0
248,F0758/MID1/P07997_face0.jpg,F0705/MID2/P07382_face0.jpg,0
249,F0123/MID1/P01276_face0.jpg,F0317/MID4/P03358_face1.jpg,0
250,F0342/MID5/P03646_face0.jpg,F0986/MID1/P10393_face2.jpg,0
251,F0176/MID1/P01895_face2.jpg,F0358/MID3/P10948_face0.jpg,0
252,F0342/MID5/P03646_face0.jpg,F0575/MID2/P06048_face1.jpg,0
253,F0785/MID7/P08287_face7.jpg,F0417/MID7/P04383_face2.jpg,0
254,F0176/MID1/P01895_face2.jpg,F0226/MID5/P02409_face1.jpg,0
255,F0422/MID4/P09338_face1.jpg,F0481/MID4/P05074_face1.jpg,0
256,F0581/MID3/P06110_face2.jpg,F0879/MID4/P09278_face1.jpg,0
257,F0422/MID4/P09338_face1.jpg,F0736/MID5/P07713_face3.jpg,0
258,F0311/MID1/P03309_face1.jpg,F0513/MID4/P10961_face2.jpg,0
259,F0731/MID1/P07662_face2.jpg,F0667/MID1/P06976_face3.jpg,0
260,F0328/MID2/P03483_face6.jpg,F0832/MID5/P08792_face4.jpg,0
261,F0123/MID1/P01276_face0.jpg,F0422/MID1/P04441_face0.jpg,0
262,F0199/MID1/P02146_face1.jpg,F0990/MID4/P10431_face3.jpg,0
263,F0785/MID7/P08287_face7.jpg,F0147/MID4/P01591_face3.jpg,0
264,F0785/MID7/P08287_face7.jpg,F0438/MID3/P04627_face1.jpg,0
265,F0758/MID1/P07997_face0.jpg,F0731/MID7/P07665_face1.jpg,0
266,F0199/MID1/P02146_face1.jpg,F0990/MID6/P10429_face5.jpg,0
267,F0422/MID4/P09338_face1.jpg,F0620/MID2/P06505_face5.jpg,0
268,F0917/MID3/P09684_face0.jpg,F0220/MID4/P02336_face1.jpg,0
269,F0633/MID2/P06649_face1.jpg,F0705/MID2/P07386_face2.jpg,0
270,F0119/MID1/P01243_face0.jpg,F0360/MID1/P12306_face0.jpg,0
271,F0581/MID3/P06110_face2.jpg,F0797/MID2/P08431_face0.jpg,0
272,F0422/MID4/P09338_face1.jpg,F0488/MID4/P05132_face0.jpg,0
273,F0917/MID3/P09684_face0.jpg,F0873/MID3/P09220_face5.jpg,0
274,F0311/MID1/P03309_face1.jpg,F0205/MID6/P02197_face0.jpg,0
275,F0785/MID7/P08287_face7.jpg,F0311/MID2/P03309_face3.jpg,0
276,F0758/MID1/P07997_face0.jpg,F0007/MID5/P11275_face1.jpg,0
277,F0665/MID2/P06955_face0.jpg,F0832/MID4/P08798_face2.jpg,0
278,F0311/MID1/P03309_face1.jpg,F0930/MID2/P09813_face0.jpg,0
279,F0633/MID2/P06649_face1.jpg,F0422/MID3/P09336_face1.jpg,0
280,F0422/MID4/P09338_face1.jpg,F0681/MID1/P07105_face0.jpg,0
281,F0758/MID1/P07997_face0.jpg,F0443/MID5/P04678_face1.jpg,0
282,F0633/MID2/P06649_face1.jpg,F0250/MID3/P02653_face0.jpg,0
283,F0176/MID1/P01895_face2.jpg,F0925/MID1/P09762_face0.jpg,0
284,F0731/MID1/P07662_face2.jpg,F0872/MID3/P09205_face4.jpg,0
285,F0422/MID4/P09338_face1.jpg,F0752/MID3/P07907_face2.jpg,0
286,F0328/MID2/P03483_face6.jpg,F0563/MID2/P05912_face1.jpg,0
287,F0665/MID2/P06955_face0.jpg,F0240/MID1/P02543_face1.jpg,0
288,F0199/MID1/P02146_face1.jpg,F0736/MID1/P07708_face2.jpg,0
289,F0873/MID4/P09220_face3.jpg,F0427/MID2/P04496_face0.jpg,0
290,F0328/MID2/P03483_face6.jpg,F0421/MID9/P04423_face6.jpg,0
291,F0123/MID1/P01276_face0.jpg,F0398/MID8/P04196_face1.jpg,0
292,F0328/MID2/P03483_face6.jpg,F0853/MID3/P09010_face3.jpg,0
293,F0873/MID4/P09220_face3.jpg,F0022/MID1/P00225_face0.jpg,0
294,F0797/MID3/P08437_face0.jpg,F0074/MID2/P00761_face2.jpg,0
295,F0328/MID2/P03483_face6.jpg,F0547/MID4/P05737_face0.jpg,0
296,F0785/MID7/P08287_face7.jpg,F0481/MID1/P05071_face1.jpg,0
297,F0123/MID1/P01276_face0.jpg,F0199/MID6/P02152_face1.jpg,0
298,F0328/MID2/P03483_face6.jpg,F0169/MID4/P01819_face0.jpg,0
299,F0071/MID1/P00724_face0.jpg,F0513/MID9/P10958_face0.jpg,0
300,F0917/MID3/P09684_face0.jpg,F0791/MID1/P08337_face1.jpg,0
301,F0422/MID4/P09338_face1.jpg,F0407/MID2/P04289_face0.jpg,0
302,F0342/MID5/P03646_face0.jpg,F0910/MID5/P09611_face1.jpg,0
303,F0311/MID1/P03309_face1.jpg,F0490/MID1/P05159_face0.jpg,0
304,F0123/MID1/P01276_face0.jpg,F0360/MID1/P12300_face0.jpg,0
305,F0123/MID1/P01276_face0.jpg,F0446/MID4/P04720_face1.jpg,0
306,F0873/MID4/P09220_face3.jpg,F0674/MID3/P07038_face5.jpg,0
307,F0071/MID1/P00724_face0.jpg,F0831/MID1/P08782_face3.jpg,0
308,F0342/MID5/P03646_face0.jpg,F0608/MID7/P10775_face0.jpg,0
309,F0633/MID2/P06649_face1.jpg,F0766/MID4/P08098_face4.jpg,0
310,F0123/MID1/P01276_face0.jpg,F0091/MID1/P00931_face3.jpg,0
311,F0176/MID1/P01895_face2.jpg,F0736/MID3/P07709_face0.jpg,0
312,F0176/MID1/P01895_face2.jpg,F0620/MID2/P06500_face1.jpg,0
313,F0342/MID5/P03646_face0.jpg,F0317/MID4/P03364_face3.jpg,0
314,F0328/MID2/P03483_face6.jpg,F0233/MID3/P02475_face1.jpg,0
315,F0176/MID1/P01895_face2.jpg,F0238/MID1/P02526_face1.jpg,0
316,F0758/MID1/P07997_face0.jpg,F0755/MID3/P07978_face1.jpg,0
317,F0785/MID7/P08287_face7.jpg,F0333/MID3/P03528_face1.jpg,0
318,F0199/MID1/P02146_face1.jpg,F0832/MID4/P08793_face0.jpg,0
319,F0633/MID2/P06649_face1.jpg,F0422/MID3/P09338_face5.jpg,0
320,F0758/MID1/P07997_face0.jpg,F0007/MID1/P11277_face5.jpg,0
321,F0119/MID1/P01243_face0.jpg,F0724/MID2/P07607_face1.jpg,0
322,F0311/MID1/P03309_face1.jpg,F0443/MID1/P04677_face2.jpg,0
323,F0422/MID4/P09338_face1.jpg,F0575/MID2/P06040_face1.jpg,0
324,F0731/MID1/P07662_face2.jpg,F0986/MID1/P03110_face1.jpg,0
325,F0785/MID7/P08287_face7.jpg,F0290/MID6/P03087_face2.jpg,0
326,F0581/MID3/P06110_face2.jpg,F0755/MID1/P07977_face0.jpg,0
327,F0119/MID1/P01243_face0.jpg,F0943/MID4/P09935_face3.jpg,0
328,F0123/MID1/P01276_face0.jpg,F0358/MID1/P10943_face2.jpg,0
329,F0731/MID1/P07662_face2.jpg,F0065/MID1/P00658_face1.jpg,0
330,F0119/MID1/P01243_face0.jpg,F0841/MID1/P08885_face1.jpg,0
331,F0731/MID1/P07662_face2.jpg,F0841/MID1/P08881_face4.jpg,0
